lemma_id,lemma_text,lemma_short_def
6286,biblioka/phlos,a dealer in books
6287,bibli/on,"a paper, scroll, letter"
6288,bi/blos,the inner bark of the papyrus
6289,bibrw/skw,"to eat, eat up"
6290,bihma/xos,
6292,bine/w,coire
6293,biodo/ths,giver of life
6295,biodw/ths,
6296,bioqa/lmios,"lively, strong, hale"
6297,bioqre/mmwn,supporting the life
6298,bio/s,a bow
6299,bi/os,life
6300,biosterh/s,reft of the means of life
6301,biotei/a,a way of life
6302,bioteu/w,to live
6303,bioth/,"a living, sustenance"
6304,bio/tion,a scant living
6305,bi/otos,life
6306,biofeidh/s,penurious
6307,bio/w,"to live, pass one's life"
6308,biw/simos,"to be lived, worth living"
6309,bi/wsis,manner of life
6310,biw/skomai,"to quicken, make"
6311,biwte/os,one must live
6312,biwtiko/s,of
6313,biwto/s,"to be lived, worth living"
6314,blabero/s,"hurtful, noxious, disadvantageous"
6315,bla/bh,"hurt, harm, damage"
6316,bla/bos,
6317,blaiso/s,"having the knees bent inwards, bandylegged"
6318,blai/swsis,"distortion, retortion"
6319,blakei/a,"laziness, stupidity"
6320,blakeu/w,"to be slack, lazy"
6321,blakiko/s,"lazy, stupid"
6323,bla/c,slack
6324,bla/ptw,"to disable, hinder, stop"
6325,blasta/nw,"to bud, sprout, grow"
6326,blaste/w,
6327,bla/sthma,"offspring, an offshoot"
6328,blasthmo/s,
6329,bla/sth,birth from
6330,blasto/s,"a sprout, shoot, sucker"
6331,blasfhme/w,to drop evil
6332,blasfhmi/a,a profane speech
6334,blau/th,a kind of slipper
6335,blauti/on,
6336,bla/yis,"a harming, damage"
6337,blayi/frwn,mad
6338,blemeai/nw,"to look fiercely, glare around"
6339,ble/mma,"a look, glance"
6340,ble/pos,a look
6341,blepte/os,one must look
6342,bleptiko/s,of
6343,blepto/s,"to be seen, worth seeing"
6344,ble/pw,"to see, have the power of sight"
6345,blefari/s,an eyelash
6346,ble/faron,mostly in pl. the eyelids
6347,ble/yis,sight
6348,blh=ma,"a throw, cast"
6349,blhte/os,one must put
6350,blh=tron,"a fastening, a band"
6351,blhxa/omai,to bleat
6352,blhxh/,a bleating
6353,blhxro/s,"weak, faint, slight"
6354,blhxw/dhs,"bleating, sheepish"
6355,blhxwni/as,prepared with pennyroyal
6356,blh/xwn,pennyroyal
6358,blitoma/mmas,a booby
6359,bli/ttw,"to cut out the comb of bees, take the honey"
6360,blosuro/s,"grim, fierce"
6362,blu/zw,gush forth
6363,blu/sis,a bubbling up
6364,blwqro/s,"tall, stately"
6365,blw/skw,to go
6366,boa/grion,a shield of wild bull's hide
6367,bo/agros,a wild bull
6368,bo/ama,"a shriek, cry"
6370,boa/w,"to cry aloud, to shout"
6372,boeiko/s,of
6373,bo/eios,of an ox
6375,bohgenh/s,born of an ox
6376,bohdrome/w,"to run to a cry for aid, haste to help"
6377,*bohdro/mia,the succour given
6378,*bohdromiw/n,the third Attic month
6379,bohdro/mos,"running to a cry for aid, giving succour, a helper"
6380,boh/qeia,"help, aid, rescue, support"
6381,bohqe/w,"to come to aid, to succour, assist, aid"
6382,bohqhte/os,one must help
6384,bohqo/s,"assisting, auxiliary"
6387,bohlatiko/s,of
6388,bohno/mos,
6389,boh/,"a loud cry, shout"
6390,bohth/s,clamorous
6391,bohtu/s,"a shouting, clamour"
6392,bo/qros,any hole
6393,bo/qunos,
6394,boida/rion,
6395,boi/dion,
6396,boi=,
6397,*boiwtarxe/w,to be a Boeotarch
6398,*boiwta/rxhs,a Boeotarch
6399,*boiwtarxi/a,the office of Boeotarch
6400,*boiwtia/zw,"to play the Boeotian, speak Boeotian, side with the Boeotians"
6401,*boiwti/a,Boeotia
6402,*boiwti/dion,
6403,*boiw/tios,Boeotian
6404,*boiwtiourgh/s,of Boeotian work
6405,*boiwto/s,a Boeotian
6406,bolai=os,violent
6407,bo/lba,
6408,bolbo/s,a bulb
6409,bolh/,"a throw, the stroke"
6410,boli/zw,"to heave the lead, take soundings"
6411,boli/s,a javelin
6414,boloktupi/h,the rattling of the dice
6416,bombau/lios,a bagpiper
6417,bombe/w,"to make a booming, humming noise, to sound deep"
6418,bombh/eis,"humming, buzzing"
6419,bombhth/s,"a hummer, buzzer"
6420,bo/mbos,"a booming, humming"
6421,bombulio/s,an insect that hums
6422,boosfagi/a,slaughter of oxen
6423,bora/,"eatage, meat"
6425,*borborokoi/ths,mudcoucher
6426,bo/rboros,"mud, mire"
6428,borborw/dhs,"muddy, miry"
6429,*bore/as,wind from the mountains
6430,bo/reios,"from the quarter of the North wind, northern"
6431,*borhia/s,"a Boread, daughter of Boreas"
6432,boro/s,"devouring, gluttonous"
6433,*borrai=os,
6434,bo/rues,
6435,*borusqenei/ths,an inhabitant of the banks of the Borysthenes
6436,*borusqe/nhs,the Borysthenes
6437,bo/sis,food
6438,bo/skhma,that which is fed
6439,boskh/,"fodder, food"
6440,boskhte/os,one must feed
6441,bosko/s,a herdsman
6442,bo/skw,"to feed, tend"
6444,bostruxhdo/n,like curls
6445,bo/struxos,a curl
6446,bota/mia,"pastures, meadows"
6447,bota/nh,"grass, fodder"
6448,bothriko/s,of
6449,both/r,"a herdsman, herd"
6450,boto/n,a beast
6451,botrudo/n,"like a bunch of grapes, in clusters"
6452,botru/ios,of grapes
6454,botruo/eis,clustering
6456,botruoxai/ths,with clustering hair
6457,bo/trus,a cluster
6458,botruxw/dhs,"like curls, curly"
6459,botruw/dhs,like a bunch of grapes
6460,bou/balis,antelope
6461,bou/botos,grazed by cattle
6462,bou/brwstis,eating enormously
6463,boubwnia/w,to suffer from swellings in the groin
6464,boubw/n,the groin
6465,bouga/ios,a great bully
6466,boudo/ros,flaying oxen
6469,bouqusi/a,a sacrifice of oxen
6470,bouqute/w,to slay
6471,bou/qutos,of
6472,boukai=os,cowherd
6473,bou/kerws,horned like an ox
6474,*boukefa/las,
6476,boukole/w,to tend cattle
6477,bouko/lhma,a beguilement
6478,boukolia/zomai,to sing
6479,boukoli/a,a herd of cattle
6480,boukoliasth/s,a pastoral poet
6481,boukoliko/s,pastoral
6482,bouko/lion,a herd of cattle
6483,bouko/los,"a cowherd, herdsman"
6484,bou=kos,
6485,bou/kranos,
6486,boulai=os,of the council
6487,boularxe/w,to be a
6488,bou/larxos,chief of the senate
6489,bou/leuma,"a deliberate resolution, purpose, design, plan"
6490,bou/leusis,deliberation
6491,bouleute/os,one must take counsel
6493,bouleuth/rios,advising
6494,bouleuth/s,"a councillor, senator"
6495,bouleutiko/s,of
6496,bouleuto/s,"devised, plotted"
6497,bouleu/w,"to take counsel, deliberate, concert measures"
6498,boulh/eis,of good counsel
6499,boulh/,"will, determination"
6500,bou/lhsis,a willing
6501,boulhto/s,that is
6502,boulhfo/ros,"counselling, advising"
6503,boulimi/a,ravenous hunger
6504,boulimia/w,to suffer from
6505,bou/lios,sage
6506,bou/lomai,"to will, wish, be willing"
6508,bouluto/nde,"towards even, at eventide"
6509,bouluto/s,"the time for unyoking oxen, evening"
6511,bouni/ths,a dweller on the hills
6512,bounobate/w,to walk the hills
6513,bounoeidh/s,hilly
6514,bou/nomos,grazed by cattle
6515,bouno/mos,of oxen at pasture
6516,bouno/s,"a hill, mound"
6517,bou/pais,a big boy
6518,*boupa/leios,like Bupalus
6519,bou/palis,wrestling like a bull
6520,boupa/mwn,rich in cattle
6522,bou/plhktros,goading oxen
6524,boupoi/htos,
6525,boupoi/mhn,a herdsman
6527,bou/prw|ros,with the face of an ox
6529,bou=s,cow
6532,bousfage/w,to slaughter oxen
6533,bou/ths,a herdsman
6534,bou/tomon,"butomus, the flowering rush"
6536,boufone/w,to slaughter oxen
6537,boufo/nia,sc
6539,bouforbe/w,to tend cattle
6540,boufo/rbia,a herd of oxen
6542,bou/fortos,
6543,bouxandh/s,holding a whole ox
6544,bow/nhs,an officer who bought oxen for the sacrifices
6546,bowte/w,to plough
6547,bow/ths,a ploughman
6548,brabei/a,"arbitration, judgment"
6549,brabei=on,a prize in the games
6550,brabeu/s,the judge who assigned the prizes at the games
6551,brabeu/w,to act as a judge
6552,bra/bulon,a wild plum
6553,bra/bulos,
6554,bragxo/s,hoarse
6555,bra/gxos,hoarseness
6556,bra/dos,
6557,bradu/nw,"to make slow, delay"
6558,bradupeiqh/s,slow to believe
6559,braduploe/w,to sail slowly
6560,bradu/pous,"slow of foot, slow"
6561,braduskelh/s,slow of leg
6562,bradu/s,slow
6563,braduth/s,slowness
6565,bra/ssw,"to shake violently, throw up"
6566,bra/xea,shallows
6567,braxei=n,"to rattle, clash, ring"
6568,braxionisth/r,an armlet
6569,braxi/wn,the arm
6571,braxu/bwlos,with small
6572,braxugnw/mwn,of small understanding
6573,braxu/dromos,running a short way
6574,braxu/kwlos,with short limbs
6575,braxulogi/a,brevity in speech
6576,braxulo/gos,"short in speech, of few words"
6577,braxu/nw,"to shorten, to use as a short syllable"
6578,braxu/poros,with a short passage
6579,braxu/s,short
6580,braxusu/mbolos,bringing a small contribution
6581,braxu/ths,shortness
6582,braxu/tonos,reaching but a short way
6584,braxu/fullos,with few leaves
6585,bre/gma,the front part of the head
6586,brekekeke/c,the croaking of frogs
6587,bre/mw,to roar
6588,bre/cis,a wetting
6589,bre/tas,a wooden image of a god
6590,bre/fos,the babe in the womb
6591,brexmo/s,the top of the head
6592,bre/xw,"to be wetted, get wet"
6593,bria/rews,Aegaeon
6594,briaro/s,"strong, stout"
6595,bria/w,to make
6596,bri/zw,"to be sleepy, to slumber, nod"
6598,bri=qos,weight
6599,briqosu/nh,"weight, heaviness"
6601,briqu/s,"weighty, heavy"
6602,bri/qw,to be heavy
6603,brima/omai,"to snort with anger, to be indignant"
6604,bri/mh,"strength, bulk"
6606,bro/gkos,
6607,brome/w,to buzz
6608,bromia/zomai,
6609,bro/mios,"sounding, boisterous"
6610,*bro/mios,Bacchic
6611,*bromiw/dhs,
6612,bro/mos,crackling
6613,bronta/w,to thunder
6615,bronth/,thunder
6616,bronthsike/raunos,sending thunder and lightning
6617,*bro/nths,thunderer
6618,bro/teios,"mortal, human, of mortal mould"
6619,brotoba/mwn,trampling on men
6620,broto/ghrus,with human voice
6622,brotoktone/w,to murder men
6624,brotoloigo/s,"plague of man, bane of men"
6625,broto/omai,to be stained with gore
6626,brotosko/pos,taking note of man
6627,bro/tos,"blood that has run from a wound, gore"
6628,broto/s,a mortal man
6629,brotostugh/s,hated by men
6630,brotofeggh/s,giving light to men
6632,broxeto/s,"a wetting, rain"
6633,broxh/,rain
6634,bro/xqos,the throat
6636,bro/xos,a noose
6637,bro/xw,to gulp down
6638,bru/kw,"to eat with much noise, to eat greedily"
6639,bru/llw,to cry for drink
6640,bru=n,bryn
6642,bruxa/omai,"to roar, bellow"
6643,bruxhdo/n,with gnashing of teeth
6644,bru/xhma,"bellowing, roaring"
6645,bruxhth/s,"a bellower, roarer"
6646,bru/xios,from the depths of the sea
6647,bru/w,to be full to bursting
6648,brwma/omai,to bray
6649,brw=ma,"that which is eaten, food, meat"
6650,brwmatomicapa/th,the false pleasure of eating made dishes
6651,brw/mh,food
6652,brw/simos,eatable
6653,brw=sis,meat
6654,brwth/r,eating
6655,brwto/s,to be eaten
6656,bubla/rion,
6657,bu/blinos,made of byblus
6658,bu/blos,the Egyptian papyrus
6659,bu/zhn,"close pressed, closely"
6660,buqi/zw,to sink
6661,bu/qios,"in the deep, sunken"
6662,buqi=tis,
6663,buqo/s,the depth
6664,bu/kths,"swelling, blustering"
6665,bune/w,to stuff
6667,bu/rsa,"the skin stripped off, a hide"
6668,burseu/s,a tanner
6669,bursi/nh,a leathern thong
6670,bursodeye/w,to dress
6671,bursode/yhs,a tanner
6672,bursopagh/s,made of hides
6675,bursotenh/s,with skin stretched over it
6676,bu/ssinos,made of
6677,bussodomeu/w,to build in the deep
6678,busso/qen,from the bottom
6679,bussome/trhs,measuring the deeps
6680,busso/s,"the depth of the sea, the bottom"
6681,bu/ssos,butz
6683,bu/sswma,"nets, which stopped the passage"
6684,bu/w,to stuff
6685,bw=lac,
6686,bwli/on,
6687,bw=los,"a lump of earth, a clod"
6689,bw/mios,of an altar
6690,bwmi/s,a step
6691,bwmoeidh/s,like an altar
6692,bwmolo/xeuma,a piece of low flattery
6693,bwmoloxeu/omai,"to use low flattery, indulge in ribaldry"
6694,bwmoloxi/a,"buffoonery, ribaldry"
6695,bwmoloxiko/s,inclined to ribaldry
6697,bwmo/s,"any raised platform, a stand"
6698,bwstre/w,to call on
6700,bw/twr,
6701,ga/ggamon,a small round net
6702,*gadei/raqen,from Cadiz
6703,*gadeirai=os,of Gibraltar
6704,*ga/deira,
6705,ga/za,
6706,gazofula/kion,a treasury
6707,gazofu/lac,a treasurer
6708,gai=a,"a land, country"
6709,*gaih/ios,sprung from Gaia
6711,ga/ios,on land
6712,gai/w,to exult
6713,galaqhno/s,"sucking, young, tender"
6715,galaktopagh/s,like curdled milk
6718,ga/la,milk
6720,galero/s,cheerful
6721,galew/ths,a spotted lizard
6722,galhnai=os,
6723,galh/nh,"stillness of the sea, calm"
6724,galhnia/w,to be calm
6725,galhno/s,calm;
6726,ga/lows,a husband's sister
6727,gambro/s,any one connected by marriage
6728,gameth/,"a married woman, wife"
6729,game/ths,"a husband, spouse"
6730,game/tis,a wife
6731,game/w,to marry
6732,gamh/leuma,
6733,gamh/lios,"belonging to a wedding, bridal"
6734,*gamhliw/n,the seventh month of the Attic year
6735,gami/zw,to give in marriage
6736,gamiko/s,of
6737,ga/mma,"three, third"
6738,gamoklo/pos,adulterous
6740,gamosto/los,preparing a wedding
6741,gamfhlai/,the jaws
6742,gamyo/s,curved
6743,gamyw=nuc,with crooked talons
6744,gana/w,"to shine, glitter, gleam"
6745,ga/nos,"brightness, sheen: gladness, joy, pride"
6746,gano/w,to make bright
6747,ga/numai,to brighten up
6748,ga/potos,to be drunk up by Earth
6749,gargali/zw,to tickle
6750,ga/rgara,"heaps, lots, plenty"
6751,ga/r,for
6752,gasth/r,"the paunch, belly"
6753,ga/stra,the lower part
6754,gastri/dion,
6755,gastri/zw,to punch
6756,gastrimargi/a,gluttony
6757,gastri/margos,gluttonous
6758,ga/stris,a glutton
6759,gastrobarh/s,heavy with child
6760,gastroeidh/s,"paunchlike, round"
6761,gastrofore/w,to bear in the belly
6764,gato/mos,cleaving the ground
6765,gauliko/s,of
6768,gauri/ama,"arrogance, exultation"
6769,gauria/w,"to bear oneself proudly, prance"
6770,gauro/omai,to exult
6771,gau=ros,exulting in
6772,gauro/ths,"exultation, ferocity"
6773,gau/rwma,a subject for boasting
6774,gau/sapos,rough cloth
6775,gdoupe/w,
6776,ge/gwna,to call out so as to be heard
6777,gegwne/w,"to tell out, proclaim"
6778,gegwni/skw,to cry aloud
6781,geiaro/ths,a plougher of earth
6782,gei/nomai,to be born
6784,gei=son,"the projecting part of the roof, the eaves, cornice, coping"
6785,geitni/asis,neighbourhood: the neighbours
6786,geitnia/w,"to be a neighbour, to border on"
6787,geitone/w,
6788,geito/nhma,neighbourhood: a neighbouring place
6789,geitoni/a,neighbourhood
6790,geito/sunos,neighbouring
6791,gei/twn,"one of the same land, a neighbour"
6792,gelasei/w,"to be like to laugh, ready to laugh"
6793,gela/skw,
6794,ge/lasma,a laugh
6795,gelasth/s,"a laugher, sneerer"
6796,gelastiko/s,inclined to laugh
6797,gelasto/s,laughable
6798,gela/w,to laugh
6799,ge/lgis,a clove of garlic
6800,*gele/ontes,
6801,geloiomele/w,to write comic songs
6802,ge/loios,"causing laughter, laughable"
6803,gelowmili/a,fellowship in laughing
6804,ge/lws,laughter
6805,gelwtopoie/w,"to create, make laughter"
6806,gelwtopoii/a,buffoonery
6807,gelwtopoio/s,exciting laughter
6808,gemi/zw,"to fill full of, to load"
6809,ge/mos,"a load, freight"
6810,ge/mw,to be full
6811,genealoge/w,to trace by way of pedigree
6812,genealogi/a,the making a pedigree
6813,genea/logos,a genealogist
6814,genea/,"race, stock, family"
6815,geneh=qen,"from birth, by descent"
6816,gene/qlh,"race, tock, family"
6817,geneqliako/s,of
6818,gene/qlios,of
6819,ge/neqlon,"race, descent"
6820,geneia/zw,
6821,geneia/skw,to begin to get a beard
6822,geneia/s,a beard
6823,geneia/ths,bearded
6824,geneia/w,"to grow a beard, get a beard"
6825,ge/neion,"the part covered by the beard, the chin"
6826,gene/sios,a day kept in memory of the dead
6827,ge/nesis,"an origin, source, productive cause"
6828,geneth/,the hour of birth
6829,gene/ths,"the begetter, father, ancestor"
6831,genhi/s,"a pickaxe, mattock"
6832,genna/das,noble
6833,gennaiopreph/s,befitting a noble
6834,gennai=os,suitable to one's birth
6835,gennaio/ths,"nobleness of character, nobility"
6836,ge/nna,"descent, birth"
6837,genna/w,"to beget, engender"
6838,ge/nnhma,that which is produced
6839,ge/nnhsis,"an engendering, producing"
6840,gennhth/s,a parent
6841,gennhto/s,begotten
6842,genniko/s,noble
6843,ge/nos,"race, stock, family"
6844,ge/nto,he grasped
6845,ge/nus,the under jaw
6846,ge,"at least, at any rate"
6847,geraio/s,old
6848,geraio/floios,"with old, wrinkled skin"
6849,gerai/rw,to honour
6850,ge/ranos,a crane
6851,geraro/s,"of reverend bearing, majestic"
6852,gera/smios,honouring
6853,ge/ras,a gift of honour
6854,gerontagwge/w,to guide an old man
6855,gero/ntion,a little old man
6856,gerontodida/skalos,an old man's master
6857,gerousi/a,"a Council of Elders, Senate"
6858,gerou/sios,for
6860,gerrofo/roi,a kind of troops that used wicker shields
6861,ge/rwn,an old man
6862,geu=ma,"a taste, smack"
6863,geuste/os,one must make to taste
6864,geu/w,to give a taste of
6865,ge/fura,"a dyke, dam"
6866,gefuri/zw,to abuse from the bridge
6867,gefuristh/s,a reviler
6869,gefuro/w,"to bridge over, make passable by a bridge"
6870,gewgrafi/a,geography
6871,gewgra/fos,a geographer
6873,gewlofi/a,a hill of earth
6874,gew/lofos,crested with earth
6875,gewmetre/w,"to measure the earth, to practise"
6877,gewmetri/a,geometry
6878,gewmetriko/s,of
6879,gewmori/a,a portion of land
6880,gewpei/nhs,poor in land
6881,gewpone/w,to till the ground
6882,gewpo/nos,a husbandman
6883,gewrge/w,"to be a husbandman, farmer"
6884,gewrgi/a,"tillage, agriculture, farming"
6885,gewrgiko/s,of
6886,gewrgo/s,tilling the ground
6887,gewruxe/w,"to dig in the earth, dig a mine"
6888,gewru/xos,throwing up the earth
6889,gewto/mos,"cutting the ground, ploughing"
6890,ghgenh/s,earthborn
6891,gh/dion,a piece of land
6892,gh=qen,out of
6893,ghqe/w,to rejoice
6894,ghqosu/nh,"joy, delight"
6895,ghqo/sunos,"joyful, glad at"
6896,gh/inos,of earth
6897,ghi/ths,a husbandman
6898,gh/lofos,a hill
6899,ghmo/ros,"one who has a share of land, a landowner"
6900,ghoxe/w,to possess land
6901,gh=,earth
6902,gh/pedon,a plot of ground
6903,ghpeth/s,falling
6904,ghraio/s,"aged, in old age"
6905,ghra/skw,"to grow old, become old"
6906,gh=ras,old age
6907,ghroboske/w,to feed
6908,ghrobosko/s,feeding
6909,ghrokomi/a,care of the aged
6910,ghroko/mos,tending old age
6911,ghrotrofe/w,
6912,ghrugo/nh,born of sound
6913,gh/ruma,"a voice, sound, tone"
6914,*ghruo/nhs,Geryon
6915,gh=rus,"voice, speech"
6916,ghru/w,to sing
6917,gh/teion,a leek
6918,*giga/nteios,gigantic
6922,gi/gas,the Giants
6923,gi/gglumos,a hinge joint: a joint in a coat of mail
6925,gignw/skw,"to learn to know, to perceive, mark, learn"
6926,glaga/w,"to be milky, juicy"
6927,glagero/s,full of milk
6928,glagoph/c,curdling milk
6929,gla/gos,milk
6930,glaktofa/gos,living on milk
6932,glaukia/w,glaring fiercely
6934,glauko/s,"gleaming, silvery"
6935,glaukw=pis,"with gleaming eyes, brighteyed"
6936,glau/c,the owl
6937,glafuri/a,"smoothness, polish"
6938,glafuro/s,"hollow, hollowed"
6939,gla/fw,to scrape up
6940,gleukopo/ths,drinker of new wine
6941,gleu=kos,
6942,glh/nh,the pupil
6943,glh=nos,"things to stare at, shows, wonders"
6945,gli/sxros,"glutinous, sticky, clammy"
6946,gli/sxrwn,a niggard
6947,gli/xomai,"to cling to, strive after, long for"
6948,gloiopo/tis,sucking up grease
6949,gloio/s,"any glutinous substance, gluten, gum"
6950,glouto/s,the rump
6951,glukai/nw,to sweeten
6952,glukero/xrws,with sweet skin
6953,gluku/dakrus,causing sweet tears
6954,gluku/dwros,with sweet gifts
6956,glukuqumi/a,sweetness of mind: benevolence
6958,gluku/karpos,bearing sweet fruit
6960,glukumei/lixos,sweetly winning
6961,glukumuqe/w,to speak sweetly.
6963,gluku/pais,having a fair offspring
6964,glukupa/rqenos,a sweet maid
6965,gluku/s,sweet
6966,gluku/ths,sweetness
6967,glupth/r,"a graving tool, chisel"
6968,glu/pths,"a carver, sculptor"
6969,glupto/s,carved
6970,glu/fanos,"a tool for carving, knife, chisel"
6971,glufi/s,the notched end
6972,glu/fw,"to carve, cut out with a knife"
6973,glw/c,the beard of corn
