book,chapter,verse,position,head,word,new_relation
Rom,12,6,17,ἀναλογίαν,πίστεως,other
2Tim,4,6,10,ἀναλύσεώς,μου,subject
John,8,7,12,ἀναμάρτητος,ὑμῶν,part-whole
Heb,10,3,5,ἀνάμνησις,ἁμαρτιῶν,object
Luke,14,14,16,ἀναστάσει,δικαίων,subject
Acts,1,22,16,ἀναστάσεως,αὐτοῦ,subject
Phil,3,10,9,ἀναστάσεως,αὐτοῦ,subject
1Pet,1,3,24,ἀναστάσεως,Ἰησοῦ,subject
1Pet,3,21,20,ἀναστάσεως,Ἰησοῦ,subject
Acts,4,33,12,ἀναστάσεως,κυρίου,subject
Acts,23,6,30,ἀναστάσεως,νεκρῶν,subject
Acts,24,21,14,ἀναστάσεως,νεκρῶν,subject
Acts,26,23,9,ἀναστάσεως,νεκρῶν,subject
Matt,22,31,6,ἀναστάσεως,νεκρῶν,subject
Rom,1,4,12,ἀναστάσεως,νεκρῶν,subject
Acts,2,31,7,ἀναστάσεως,χριστοῦ,subject
Heb,6,2,8,ἀναστάσεώς,νεκρῶν,subject
John,5,29,9,ἀνάστασιν,ζωῆς,other
Acts,24,15,16,ἀνάστασιν,καὶ,subject
John,5,29,17,ἀνάστασιν,κρίσεως,other
Acts,17,32,4,ἀνάστασιν,νεκρῶν,subject
1Cor,15,12,16,ἀνάστασις,νεκρῶν,subject
1Cor,15,13,4,ἀνάστασις,νεκρῶν,subject
1Cor,15,21,10,ἀνάστασις,νεκρῶν,subject
1Cor,15,42,6,ἀνάστασις,νεκρῶν,subject
1Pet,3,16,16,ἀναστροφήν,ὑμῶν,subject
1Pet,2,12,3,ἀναστροφὴν,ὑμῶν,subject
1Pet,3,2,7,ἀναστροφὴν,ὑμῶν,subject
2Pet,2,7,8,ἀναστροφῆς,ἀθέσμων,subject
1Pet,3,1,17,ἀναστροφῆς,γυναικῶν,subject
1Pet,1,18,12,ἀναστροφῆς,ὑμῶν,subject
Heb,13,7,12,ἀναστροφῆς,ὧν,subject
Rev,7,2,8,ἀνατολῆς,ἡλίου,subject
Rev,16,12,29,ἀνατολῆς,ἡλίου,subject
1Pet,4,4,11,ἀνάχυσιν,ἀσωτίας,other
Acts,5,10,23,ἄνδρα,αὐτῆς,relation
Mark,10,12,7,ἄνδρα,αὐτῆς,relation
1Tim,3,2,8,ἄνδρα,γυναικὸς,relation
Matt,1,16,8,ἄνδρα,Μαρίας,relation
Acts,5,9,21,ἄνδρα,σου,relation
John,4,16,7,ἄνδρα,σου,relation
Acts,17,5,8,ἄνδρας,ἀγοραίων,location
Acts,21,38,22,ἄνδρας,σικαρίων,part-whole
Acts,25,23,27,ἀνδράσιν,πόλεως,location
1Tim,3,12,4,ἄνδρες,γυναικὸς,relation
Matt,14,35,7,ἄνδρες,τόπου,location
Rev,21,2,22,ἀνδρὶ,αὐτῆς,relation
Luke,11,31,11,ἀνδρῶν,γενεᾶς,part-whole
Acts,1,22,9,ἀνελήμφθη,ἧς,time
Rev,7,1,18,ἀνέμους,γῆς,location
Eph,4,14,11,ἀνέμῳ,διδασκαλίας,other
Col,4,10,11,ἀνεψιὸς,Βαρναβᾶ,relation
Titus,1,6,6,ἀνήρ,γυναικὸς,relation
John,4,18,11,ἀνήρ,σου,relation
1Cor,7,39,9,ἀνὴρ,αὐτῆς,relation
Matt,1,19,5,ἀνὴρ,αὐτῆς,relation
Jas,1,11,15,ἄνθος,αὐτοῦ,part-whole
1Pet,1,24,12,ἄνθος,χόρτου,part-whole
Jas,1,10,11,ἄνθος,χόρτου,part-whole
Rom,12,20,17,ἄνθρακας,πυρὸς,other
1Tim,6,11,5,ἄνθρωπε,θεοῦ,other
Luke,2,14,11,ἀνθρώποις,εὐδοκίας,other
2Thess,2,3,20,ἄνθρωπος,ἀνομίας,property
2Cor,4,16,9,ἄνθρωπος,ἡμῶν,body part
Rom,6,6,6,ἄνθρωπος,ἡμῶν,body part
2Tim,3,17,6,ἄνθρωπος,θεοῦ,other
1Pet,3,4,5,ἄνθρωπος,καρδίας,other
Luke,7,31,7,ἀνθρώπους,γενεᾶς,part-whole
Acts,18,12,6,ἀνθυπάτου,Ἀχαΐας,relation
2Tim,3,9,9,ἄνοια,αὐτῶν,characterized by
Rom,4,7,2,ἀνομίαι,ὧν,subject
Heb,10,17,8,ἀνομιῶν,αὐτῶν,subject
1Cor,9,21,8,ἄνομος,θεοῦ,other
Rom,3,26,5,ἀνοχῇ,θεοῦ,subject
Mark,8,37,7,ἀντάλλαγμα,ψυχῆς,other
Matt,16,26,21,ἀντάλλαγμα,ψυχῆς,other
Col,3,24,9,ἀνταπόδοσιν,κληρονομίας,specification
1Pet,5,8,5,ἀντίδικος,ὑμῶν,relation
Luke,18,3,18,ἀντιδίκου,μου,relation
Luke,12,58,7,ἀντιδίκου,σου,relation
Matt,5,25,5,ἀντιδίκῳ,σου,relation
1Tim,6,20,14,ἀντιθέσεις,γνώσεως,other
Jude,1,11,20,ἀντιλογίᾳ,Κόρε,other
Rom,1,27,31,ἀντιμισθίαν,πλάνης,other
Heb,9,24,10,ἀντίτυπα,ἀληθινῶν,other
Rom,1,20,4,ἀόρατα,αὐτοῦ,other
Matt,25,6,12,ἀπάντησιν,αὐτοῦ,object
1Thess,4,17,16,ἀπάντησιν,κυρίου,object
Heb,9,7,7,ἅπαξ,ἐνιαυτοῦ,time
Rom,16,5,16,ἀπαρχὴ,Ἀσίας,part-whole
1Cor,16,15,13,ἀπαρχὴ,Ἀχαΐας,part-whole
1Cor,15,20,9,ἀπαρχὴ,κεκοιμημένων,part-whole
Jas,1,18,14,ἀπαρχήν,κτισμάτων,part-whole
Rom,8,23,10,ἀπαρχὴν,πνεύματος,specification
2Pet,2,13,17,ἀπάταις,αὐτῶν,subject
Mark,4,19,10,ἀπάτη,πλούτου,subject
Matt,13,22,23,ἀπάτη,πλούτου,subject
2Thess,2,10,5,ἀπάτῃ,ἀδικίας,property
Heb,3,13,20,ἀπάτῃ,ἁμαρτίας,subject
Heb,1,3,5,ἀπαύγασμα,δόξης,other
Rom,11,30,12,ἀπειθείᾳ,τούτων,subject
Acts,4,29,9,ἀπειλὰς,αὐτῶν,subject
Col,2,11,11,ἀπεκδύσει,σώματος,object
1Cor,7,22,8,ἀπελεύθερος,κυρίου,relation
Eph,4,18,7,ἀπηλλοτριωμένοι,ζωῆς,other
Rom,3,3,9,ἀπιστία,αὐτῶν,subject
Mark,9,24,10,ἀπιστίᾳ,μου,subject
Mark,6,6,6,ἀπιστίαν,αὐτῶν,subject
Mark,16,14,12,ἀπιστίαν,αὐτῶν,subject
Matt,13,58,10,ἀπιστίαν,αὐτῶν,subject
Col,3,22,18,ἁπλότητι,καρδίας,characterized by
Eph,6,5,15,ἁπλότητι,καρδίας,characterized by
2Cor,9,13,24,ἁπλότητι,κοινωνίας,other
2Cor,8,2,23,ἁπλότητος,αὐτῶν,characterized by
Rom,11,15,5,ἀποβολὴ,αὐτῶν,object
Acts,27,22,9,ἀποβολὴ,ψυχῆς,object
1Cor,2,4,17,ἀποδείξει,καὶ,object
1Pet,3,21,11,ἀπόθεσις,ῥύπου,object
1Pet,3,21,9,ἀπόθεσις,σαρκὸς,object
2Pet,1,14,8,ἀπόθεσις,σκηνώματός,object
Luke,12,18,6,ἀποθήκας,μου,possession
Luke,3,17,19,ἀποθήκην,αὐτοῦ,possession
Matt,13,30,35,ἀποθήκην,μου,possession
1Pet,4,13,15,ἀποκαλύψει,δόξης,object
1Pet,1,7,24,ἀποκαλύψει,Ἰησοῦ,object
1Pet,1,13,18,ἀποκαλύψει,Ἰησοῦ,object
2Thess,1,7,12,ἀποκαλύψει,κυρίου,object
Rom,2,5,17,ἀποκαλύψεως,δικαιοκρισίας,object
Gal,1,12,13,ἀποκαλύψεως,Ἰησοῦ,subject
Luke,2,32,4,ἀποκάλυψιν,ἐθνῶν,other
1Cor,1,7,12,ἀποκάλυψιν,κυρίου,object
Rom,8,19,9,ἀποκάλυψιν,υἱῶν,object
Rev,1,1,2,Ἀποκάλυψις,Ἰησοῦ,subject
Rom,8,19,5,ἀποκαραδοκία,κτίσεως,subject
Acts,3,21,9,ἀποκαταστάσεως,πάντων,object
2Cor,1,9,8,ἀπόκριμα,θανάτου,other
Luke,20,26,15,ἀποκρίσει,αὐτοῦ,subject
Heb,11,25,11,ἀπόλαυσιν,ἁμαρτίας,object
2Tim,4,16,4,ἀπολογίᾳ,μου,subject
Phil,1,16,10,ἀπολογίαν,εὐαγγελίου,about
Acts,22,1,6,ἀπολογίας,μου,subject
Heb,9,15,18,ἀπολύτρωσιν,παραβάσεων,object
Eph,1,14,10,ἀπολύτρωσιν,περιποιήσεως,object
Rom,8,23,23,ἀπολύτρωσιν,σώματος,object
Luke,21,28,15,ἀπολύτρωσις,ὑμῶν,object
Luke,21,25,18,ἀπορίᾳ,ἤχους,other
Jas,1,17,22,ἀποσκίασμα,τροπῆς,other
Gal,2,8,8,ἀποστολὴν,περιτομῆς,other
2Cor,8,23,14,ἀπόστολοι,ἐκκλησιῶν,part-whole
1Thess,2,7,6,ἀπόστολοι,Χριστοῦ,subject
Eph,3,5,16,ἀποστόλοις,αὐτοῦ,subject
Phil,2,25,12,ἀπόστολον,ὑμῶν,subject
Rom,11,13,12,ἀπόστολος,ἐθνῶν,other
1Pet,1,1,3,ἀπόστολος,Ἰησοῦ,subject
Titus,1,1,6,ἀπόστολος,Ἰησοῦ,subject
1Cor,1,1,4,ἀπόστολος,Χριστοῦ,subject
1Tim,1,1,3,ἀπόστολος,Χριστοῦ,subject
2Cor,1,1,3,ἀπόστολος,Χριστοῦ,subject
2Tim,1,1,3,ἀπόστολος,Χριστοῦ,subject
Col,1,1,3,ἀπόστολος,Χριστοῦ,subject
Eph,1,1,3,ἀπόστολος,Χριστοῦ,subject
2Cor,11,13,10,ἀποστόλους,Χριστοῦ,subject
Rev,21,14,18,ἀποστόλων,ἀρνίου,subject
Jude,1,17,13,ἀποστόλων,κυρίου,subject
2Pet,3,2,13,ἀποστόλων,ὑμῶν,relation
Phil,2,12,21,ἀπουσίᾳ,μου,subject
2Pet,2,3,17,ἀπώλεια,αὐτῶν,object
Mark,14,4,13,ἀπώλεια,μύρου,object
2Pet,3,16,31,ἀπώλειαν,αὐτῶν,object
Matt,25,27,7,ἀργύριά,μου,possession
Matt,25,18,14,ἀργύριον,κυρίου,possession
Luke,19,23,6,ἀργύριον,μου,possession
Acts,8,20,8,ἀργύριόν,σου,possession
Rev,13,18,12,ἀριθμὸν,θηρίου,other
Rev,13,17,23,ἀριθμὸν,ὀνόματος,other
Acts,4,4,13,ἀριθμὸς,ἀνδρῶν,other
Acts,5,36,14,ἀριθμὸς,ἀνδρῶν,other
Rev,13,18,15,ἀριθμὸς,ἀνθρώπου,other
Acts,6,7,12,ἀριθμὸς,μαθητῶν,other
Rev,9,16,5,ἀριθμὸς,στρατευμάτων,other
Rom,9,27,12,ἀριθμὸς,υἱῶν,other
Rev,15,2,24,ἀριθμοῦ,ὀνόματος,other
Acts,27,2,18,Ἀριστάρχου,Μακεδόνος,other
Matt,6,3,9,ἀριστερά,σου,body part
Matt,22,4,12,ἄριστόν,μου,possession
Acts,8,28,9,ἅρματος,αὐτοῦ,possession
Rev,9,9,16,ἁρμάτων,ἵππων,other
Luke,3,33,8,Ἀρνὶ,Ἑσρὼμ,relation
John,21,15,30,ἀρνία,μου,possession
Heb,10,34,10,ἁρπαγὴν,ὑπαρχόντων,object
Eph,1,14,5,ἀρραβὼν,κληρονομίας,other
2Cor,1,22,10,ἀρραβῶνα,πνεύματος,specification
2Cor,5,5,15,ἀρραβῶνα,πνεύματος,specification
Matt,14,14,14,ἀρρώστους,αὐτῶν,body part
John,6,7,5,ἄρτοι,δηναρίων,amount
2Thess,3,12,16,ἄρτον,ἑαυτῶν,possession
Luke,11,3,3,ἄρτον,ἡμῶν,possession
Matt,6,11,3,ἄρτον,ἡμῶν,possession
John,13,18,17,ἄρτον,μου,possession
Mark,7,27,17,ἄρτον,τέκνων,possession
Matt,15,26,12,ἄρτον,τέκνων,possession
John,6,35,10,ἄρτος,ζωῆς,other
John,6,48,6,ἄρτος,ζωῆς,other
John,6,33,5,ἄρτος,θεοῦ,source
Mark,6,37,15,ἄρτους,δηναρίων,amount
Luke,6,4,12,ἄρτους,προθέσεως,other
Mark,2,26,15,ἄρτους,προθέσεως,other
Matt,12,4,12,ἄρτους,προθέσεως,other
John,6,13,13,ἄρτων,κριθίνων,material
Luke,3,36,6,Ἀρφαξὰδ,Σὴμ,relation
Mark,1,1,3,Ἀρχὴ,εὐαγγελίου,part-whole
Rev,3,14,22,ἀρχὴ,κτίσεως,source
Mark,13,8,17,ἀρχὴ,ὠδίνων,part-whole
Matt,24,8,5,ἀρχὴ,ὠδίνων,part-whole
Phil,4,15,10,ἀρχῇ,εὐαγγελίου,part-whole
Acts,3,15,5,ἀρχηγὸν,ζωῆς,other
Heb,2,10,21,ἀρχηγὸν,σωτηρίας,other
Jude,1,6,7,ἀρχὴν,ἑαυτῶν,possession
Heb,7,3,6,ἀρχὴν,ἡμερῶν,part-whole
John,2,11,5,ἀρχὴν,σημείων,part-whole
Heb,3,14,10,ἀρχὴν,ὑποστάσεως,part-whole
Matt,24,21,11,ἀρχῆς,κόσμου,part-whole
2Pet,3,4,21,ἀρχῆς,κτίσεως,part-whole
Mark,10,6,4,ἀρχῆς,κτίσεως,part-whole
Mark,13,19,13,ἀρχῆς,κτίσεως,part-whole
Heb,5,12,21,ἀρχῆς,λογίων,other
Heb,6,1,7,ἀρχῆς,Χριστοῦ,other
Acts,23,4,8,ἀρχιερέα,θεοῦ,relation
John,19,21,8,ἀρχιερεῖς,Ἰουδαίων,part-whole
John,18,13,15,ἀρχιερεὺς,ἐνιαυτοῦ,time
Luke,3,2,4,ἀρχιερέως,καὶ,other
Eph,2,2,15,ἄρχοντα,ἐξουσίας,other
Acts,23,5,16,Ἄρχοντα,λαοῦ,relation
Acts,13,27,9,ἄρχοντες,αὐτῶν,relation
Matt,20,25,12,ἄρχοντες,ἐθνῶν,relation
Luke,24,20,10,ἄρχοντες,ἡμῶν,relation
Acts,4,8,11,Ἄρχοντες,λαοῦ,relation
Acts,3,17,13,ἄρχοντες,ὑμῶν,relation
Luke,11,15,11,ἄρχοντι,δαιμονίων,relation
Mark,3,22,18,ἄρχοντι,δαιμονίων,relation
Matt,9,34,9,ἄρχοντι,δαιμονίων,relation
Matt,12,24,18,ἄρχοντι,δαιμονίων,relation
1Cor,2,6,17,ἀρχόντων,αἰῶνος,location
1Cor,2,8,6,ἀρχόντων,αἰῶνος,location
Luke,14,1,13,ἀρχόντων,Φαρισαίων,relation
Acts,14,5,13,ἄρχουσιν,αὐτῶν,relation
Rev,1,5,17,ἄρχων,βασιλέων,relation
John,3,1,12,ἄρχων,Ἰουδαίων,relation
John,12,31,11,ἄρχων,κόσμου,relation
John,14,30,10,ἄρχων,κόσμου,relation
John,16,11,8,ἄρχων,κόσμου,relation
Luke,8,41,12,ἄρχων,συναγωγῆς,relation
2Pet,2,2,4,ἀσελγείαις,αὐτῶν,subject
John,5,5,13,ἀσθενείᾳ,αὐτοῦ,subject
Rom,8,26,9,ἀσθενείᾳ,ἡμῶν,subject
Heb,4,15,10,ἀσθενείαις,ἡμῶν,subject
2Cor,12,9,22,ἀσθενείαις,μου,subject
Gal,4,13,7,ἀσθένειαν,σαρκὸς,subject
Rom,6,19,7,ἀσθένειαν,σαρκὸς,subject
Matt,8,17,13,ἀσθενείας,ἡμῶν,subject
2Cor,11,30,7,ἀσθενείας,μου,subject
1Tim,5,23,13,ἀσθενείας,σου,subject
Luke,13,12,14,ἀσθενείας,σου,subject
Luke,5,15,18,ἀσθενειῶν,αὐτῶν,subject
1Cor,1,27,17,ἀσθενῆ,κόσμου,location
Rom,15,1,9,ἀσθενήματα,ἀδυνάτων,subject
Luke,1,41,8,ἀσπασμὸν,Μαρίας,subject
Luke,1,44,9,ἀσπασμοῦ,σου,subject
Rev,6,13,5,ἀστέρες,οὐρανοῦ,location
Rev,12,4,11,ἀστέρων,οὐρανοῦ,location
Heb,11,12,13,ἄστρα,οὐρανοῦ,location
Acts,7,43,11,ἄστρον,θεοῦ,other
1Cor,12,23,15,ἀσχήμονα,ἡμῶν,body part
1Cor,12,23,7,ἀτιμότερα,σώματος,body part
Acts,2,19,19,ἀτμίδα,καπνοῦ,material
Luke,11,21,7,αὐλήν,ἑαυτοῦ,possession
John,18,15,26,αὐλὴν,ἀρχιερέως,possession
Mark,14,54,14,αὐλὴν,ἀρχιερέως,possession
Matt,26,3,14,αὐλὴν,ἀρχιερέως,possession
John,10,1,15,αὐλὴν,προβάτων,contents
Matt,26,58,12,αὐλῆς,ἀρχιερέως,possession
Col,2,19,23,αὔξησιν,θεοῦ,source
Eph,4,16,24,αὔξησιν,σώματος,subject
1Pet,5,9,10,αὐτὰ,παθημάτων,other
Acts,24,11,12,ἀφ’,ἧς,time
Luke,13,7,10,ἀφ’,οὗ,time
Luke,13,25,2,ἀφ’,οὗ,time
Luke,24,21,23,ἀφ’,οὗ,time
Col,2,23,13,ἀφειδίᾳ,σώματος,object
Acts,2,46,20,ἀφελότητι,καρδίας,characterized by
Luke,1,77,10,ἀφέσει,ἁμαρτιῶν,object
Acts,2,38,18,ἄφεσιν,ἁμαρτιῶν,object
Acts,5,31,18,ἄφεσιν,ἁμαρτιῶν,object
Acts,10,43,7,ἄφεσιν,ἁμαρτιῶν,object
Acts,26,18,22,ἄφεσιν,ἁμαρτιῶν,object
Col,1,14,9,ἄφεσιν,ἁμαρτιῶν,object
Luke,3,3,13,ἄφεσιν,ἁμαρτιῶν,object
Luke,24,47,10,ἄφεσιν,ἁμαρτιῶν,object
Mark,1,4,13,ἄφεσιν,ἁμαρτιῶν,object
Matt,26,28,15,ἄφεσιν,ἁμαρτιῶν,object
Eph,1,7,13,ἄφεσιν,παραπτωμάτων,object
Acts,13,38,12,ἄφεσις,ἁμαρτιῶν,object
Heb,10,18,4,ἄφεσις,τούτων,object
Eph,4,16,13,ἁφῆς,ἐπιχορηγίας,other
Acts,20,29,8,ἄφιξίν,μου,subject
2Cor,5,12,10,ἀφορμὴν,καυχήματος,other
Rev,2,24,21,βαθέα,Σατανᾶ,other
1Cor,2,10,18,βάθη,θεοῦ,other
Mark,4,5,20,βάθος,γῆς,characterized by
Matt,13,5,20,βάθος,γῆς,characterized by
Rom,11,33,4,βάθος,καὶ,characterized by
John,12,13,5,βαΐα,φοινίκων,part-whole
Matt,3,7,12,βάπτισμα,αὐτοῦ,subject
Acts,18,25,24,βάπτισμα,Ἰωάννου,source
Acts,19,3,12,βάπτισμα,Ἰωάννου,source
Luke,7,29,15,βάπτισμα,Ἰωάννου,subject
Luke,20,4,3,βάπτισμα,Ἰωάννου,subject
Mark,11,30,4,βάπτισμα,Ἰωάννου,subject
Matt,21,25,4,βάπτισμα,Ἰωάννου,subject
Acts,13,24,9,βάπτισμα,μετανοίας,other
Acts,19,4,7,βάπτισμα,μετανοίας,other
Luke,3,3,10,βάπτισμα,μετανοίας,other
Mark,1,4,10,βάπτισμα,μετανοίας,other
Acts,1,22,5,βαπτίσματος,Ἰωάννου,subject
Mark,7,4,18,βαπτισμοὺς,καὶ,object
Gal,6,2,1,βάρη,ἀλλήλων,possession
2Cor,4,17,14,βάρος,δόξης,characterized by
Matt,20,12,18,βάρος,ἡμέρας,other
Matt,23,23,22,βαρύτερα,νόμου,part-whole
Rev,9,5,16,βασανισμὸς,αὐτῶν,subject
Rev,9,5,19,βασανισμὸς,σκορπίου,subject
Rev,18,10,9,βασανισμοῦ,αὐτῆς,object
Rev,18,15,16,βασανισμοῦ,αὐτῆς,object
Rev,14,11,6,βασανισμοῦ,αὐτῶν,object
Acts,3,7,14,βάσεις,αὐτοῦ,body part
John,18,39,19,βασιλέα,Ἰουδαίων,relation
Mark,15,9,13,βασιλέα,Ἰουδαίων,relation
Mark,15,12,17,βασιλέα,Ἰουδαίων,relation
John,19,15,14,βασιλέα,ὑμῶν,relation
1Tim,1,17,5,βασιλεῖ,αἰώνων,other
Luke,11,18,13,βασιλεία,αὐτοῦ,possession
Matt,12,26,16,βασιλεία,αὐτοῦ,possession
Rev,16,10,17,βασιλεία,αὐτοῦ,possession
1Cor,4,20,8,βασιλεία,θεοῦ,possession
Luke,6,20,21,βασιλεία,θεοῦ,possession
Luke,10,9,16,βασιλεία,θεοῦ,possession
Luke,10,11,24,βασιλεία,θεοῦ,possession
Luke,11,20,16,βασιλεία,θεοῦ,possession
Luke,13,18,9,βασιλεία,θεοῦ,possession
Luke,16,16,13,βασιλεία,θεοῦ,possession
Luke,17,20,11,βασιλεία,θεοῦ,possession
Luke,17,20,21,βασιλεία,θεοῦ,possession
Luke,17,21,12,βασιλεία,θεοῦ,possession
Luke,18,16,24,βασιλεία,θεοῦ,possession
Luke,19,11,23,βασιλεία,θεοῦ,possession
Luke,21,31,15,βασιλεία,θεοῦ,possession
Luke,22,18,20,βασιλεία,θεοῦ,possession
Mark,1,15,12,βασιλεία,θεοῦ,possession
Mark,4,26,8,βασιλεία,θεοῦ,possession
Mark,10,14,25,βασιλεία,θεοῦ,possession
Matt,12,28,17,βασιλεία,θεοῦ,possession
Matt,21,43,12,βασιλεία,θεοῦ,possession
Rev,12,10,20,βασιλεία,θεοῦ,possession
Rom,14,17,7,βασιλεία,θεοῦ,possession
Rev,11,15,18,βασιλεία,κόσμου,location
Matt,3,2,9,βασιλεία,οὐρανῶν,other
Matt,4,17,15,βασιλεία,οὐρανῶν,other
Matt,5,3,12,βασιλεία,οὐρανῶν,other
Matt,5,10,12,βασιλεία,οὐρανῶν,other
Matt,10,7,10,βασιλεία,οὐρανῶν,other
Matt,11,12,13,βασιλεία,οὐρανῶν,other
Matt,13,24,10,βασιλεία,οὐρανῶν,other
Matt,13,31,11,βασιλεία,οὐρανῶν,other
Matt,13,33,10,βασιλεία,οὐρανῶν,other
Matt,13,44,6,βασιλεία,οὐρανῶν,other
Matt,13,45,7,βασιλεία,οὐρανῶν,other
Matt,13,47,7,βασιλεία,οὐρανῶν,other
Matt,18,23,7,βασιλεία,οὐρανῶν,other
Matt,19,14,22,βασιλεία,οὐρανῶν,other
Matt,20,1,7,βασιλεία,οὐρανῶν,other
Matt,22,2,5,βασιλεία,οὐρανῶν,other
Matt,25,1,6,βασιλεία,οὐρανῶν,other
Mark,11,10,6,βασιλεία,πατρὸς,possession
Luke,11,2,15,βασιλεία,σου,possession
Matt,6,10,4,βασιλεία,σου,possession
Matt,16,28,26,βασιλείᾳ,αὐτοῦ,possession
Luke,7,28,17,βασιλείᾳ,θεοῦ,possession
Luke,9,62,21,βασιλείᾳ,θεοῦ,possession
Luke,13,28,25,βασιλείᾳ,θεοῦ,possession
Luke,13,29,18,βασιλείᾳ,θεοῦ,possession
Luke,14,15,17,βασιλείᾳ,θεοῦ,possession
Luke,22,16,16,βασιλείᾳ,θεοῦ,possession
Mark,14,25,26,βασιλείᾳ,θεοῦ,possession
Eph,5,5,23,βασιλείᾳ,καὶ,possession
Luke,22,30,12,βασιλείᾳ,μου,possession
Matt,5,19,22,βασιλείᾳ,οὐρανῶν,other
Matt,5,19,36,βασιλείᾳ,οὐρανῶν,other
Matt,8,11,23,βασιλείᾳ,οὐρανῶν,other
Matt,11,11,20,βασιλείᾳ,οὐρανῶν,other
Matt,13,52,13,βασιλείᾳ,οὐρανῶν,other
Matt,18,1,19,βασιλείᾳ,οὐρανῶν,other
Matt,18,4,17,βασιλείᾳ,οὐρανῶν,other
Matt,26,29,29,βασιλείᾳ,πατρός,possession
Matt,13,43,12,βασιλείᾳ,πατρὸς,possession
Luke,23,42,11,βασιλείᾳ,σου,possession
Matt,20,21,29,βασιλείᾳ,σου,possession
2Tim,4,1,21,βασιλείαν,αὐτοῦ,possession
2Tim,4,18,14,βασιλείαν,αὐτοῦ,possession
Luke,12,31,5,βασιλείαν,αὐτοῦ,possession
